,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32
sub-0398,0,0,0.02544,0,-0.12514,12.01156,-11.76505,9.90759,-10.48323,-1.23104,-0.34051,2.59284,-3.07684,-0.06907,17.74925,-21.01517,21.07644,-23.73496,0.0667,0.58818,34.03897,-34.95442,17.85952,-24.16364,20.55699,-21.18558,12.70564,-13.22923,18.43409,-13.12638,10.45161,-12.37103,14.73818,-14.73818,-26.10141,-11.4471,-3.46884,-15.06958,-16.73688,-19.42566,-20.00338,-39.5724,2.70788,2.77285,2.43092,-19.05749,14.72523,14.72542,-14.75465,-14.75587,43.76618,-23.15838,11.06076,6.89421,2.98388,1.42532,10.62485,7.76536,-29.30488,-30.47722,-67.61171,-81.68175,31.10175,28.45331,0,0,-7.83606,-14.71445,-6.59884,-6.99947,-6.5593,-15.78559,-14.92943,0.67384,-8.87609,-8.22992,-7.7698,2.88651,31.36015,34.04111,33.63051,34.31647,11.23779,6.8146,-23.29082,-20.543,-11.08529,-10.68642,-20.75829,-19.68561,9.15505,5.31455,1.78333,1.62504,-4.14013,-4.53862
sub-0456,0,0,0.0,0,0.19018,12.30361,-11.55126,10.2379,-9.89164,0.39469,-0.12118,2.06788,-2.73137,0.36924,17.27219,-16.64991,19.42967,-18.3272,-0.24062,-0.2643,34.64748,-35.09179,20.49868,-18.41992,18.89918,-23.72269,16.63225,-17.63089,19.04934,-17.95421,13.70039,-12.11285,13.50432,-13.50432,-26.81085,-13.81658,-4.42448,-15.72218,-15.72661,-18.61677,-20.29453,-46.82155,1.15211,1.03794,1.56371,-18.48396,13.47013,13.541,-13.54608,-13.40442,44.23291,-25.80572,3.11798,6.67982,-1.16443,0.61963,4.83847,7.56987,-31.48664,-28.1229,-67.73897,-62.25734,24.75813,27.68765,0,0,-8.65274,-16.71881,-5.25545,-7.39753,-6.83614,-16.60531,-16.82239,-5.90898,-7.74238,-6.00747,-6.65364,2.06827,30.16266,28.75156,30.28874,27.55117,6.86478,1.51611,-18.06373,-20.60499,-14.40335,-12.97943,-21.67442,-23.36669,-0.02931,1.76325,-5.42683,-2.94172,-9.0949,-6.82202
sub-087,0,0,-0.16666,0,0.01143,11.36976,-10.69756,9.60756,-9.66138,-0.37281,-0.46075,2.34379,-2.59309,-0.13957,13.9917,-13.34722,18.11958,-17.51232,-0.14742,-0.10142,28.51495,-31.17325,17.49501,-18.05612,22.26444,-24.81612,12.88677,-12.47393,17.67419,-19.49548,11.53989,-12.01511,11.23061,-11.23061,-22.45573,-9.10054,-4.006,-13.55459,-12.94037,-16.6868,-16.03357,-36.5294,1.59662,1.86321,1.77858,-16.12685,11.25292,11.95288,-11.72129,-12.06794,38.7803,-23.40047,5.08485,6.60951,-0.62737,1.0026,5.29007,7.12934,-26.00559,-25.44046,-60.14738,-59.41106,24.58261,24.92603,0,0,-7.41014,-14.21597,-6.03109,-6.57847,-6.67085,-15.94704,-15.26045,2.84733,-9.09732,-8.99624,-8.83462,1.95807,24.47908,25.93636,26.34683,27.17201,9.29981,7.09605,-21.93496,-18.83538,-11.93476,-11.43721,-23.54102,-20.73818,3.21151,4.32399,2.8068,2.94566,-6.63335,-5.44107
sub-093,0,0,0.32505,0,-0.03524,13.08652,-13.33873,13.09244,-10.91898,0.25702,0.19339,2.58474,-2.43489,0.09813,16.01596,-17.47411,16.80433,-18.43217,0.39969,0.1693,37.33036,-35.13594,18.18379,-20.28942,25.26586,-24.87901,16.90775,-16.34502,19.5287,-25.7409,16.1795,-12.93206,15.39593,-15.39593,-26.57757,-10.20934,-4.04699,-16.87502,-18.26209,-19.69368,-20.29209,-42.11612,3.146,3.61684,3.11828,-21.85435,15.60627,16.03201,-15.22261,-15.30178,50.99767,-29.80089,8.89386,6.67838,3.15891,0.21519,9.17486,5.1033,-29.51371,-35.15533,-70.72633,-65.95458,32.40816,31.89457,0,0,-7.6018,-14.87529,-6.40918,-5.7168,-6.45368,-16.45191,-16.71012,4.09673,-8.93079,-8.10847,-8.36513,2.33842,31.97607,30.62665,32.10033,30.90593,9.1777,7.14485,-21.67462,-21.3335,-11.84054,-11.19013,-23.02009,-23.49921,5.43068,5.30671,4.68204,4.6295,-6.46986,-6.73434
sub-103,0,0,-0.13973,0,0.19643,9.75752,-10.38209,10.23672,-11.43579,-0.83305,0.12651,1.95087,-1.88787,-0.18601,13.4714,-13.63767,15.53539,-17.85577,0.39878,-0.38709,29.44001,-30.88052,16.30039,-17.05241,22.32851,-25.20807,11.52216,-14.38799,15.10532,-15.11108,11.11043,-11.09448,12.31978,-12.31978,-23.08465,-8.22399,-2.50438,-15.03579,-14.62091,-18.67073,-16.8739,-40.59393,2.89259,2.80325,2.77625,-17.57147,13.23577,13.6607,-12.18521,-11.21401,43.91313,-24.75301,4.62148,6.07052,0.63993,1.41882,4.15701,6.34798,-26.3946,-26.22214,-69.75651,-67.63346,27.68365,27.18867,0,0,-8.66798,-15.41416,-8.59198,-7.95736,-8.54678,-18.22828,-18.32651,-1.89658,-9.39871,-9.44001,-9.43393,1.95538,25.36742,25.22117,24.8152,23.18504,7.08335,6.39566,-20.66202,-19.73228,-11.81958,-12.38104,-21.00869,-20.46522,1.79974,1.3702,3.45219,0.27612,-5.51298,-6.45546
sub-106,0,0,-0.12363,0,-0.01969,11.66346,-11.542,10.30668,-10.56759,-0.50715,-0.10837,2.13972,-2.03963,0.11875,14.04323,-16.67895,16.99792,-18.56292,-0.08321,0.08188,31.58946,-27.47494,18.67311,-20.12178,25.506,-22.94263,16.77783,-18.17312,20.31634,-16.983,11.09231,-11.9961,13.29114,-13.29114,-24.13273,-9.07382,-3.86453,-16.04084,-15.95167,-19.24927,-18.72909,-39.80053,2.04628,2.3125,2.14836,-20.42874,15.56686,13.44938,-13.17435,-12.66656,45.67792,-25.48818,6.63882,6.8479,-0.67499,0.03802,5.76218,5.93166,-27.41797,-30.00164,-67.25867,-72.49604,27.25122,27.99767,0,0,-7.90751,-12.5405,-5.86162,-6.68323,-7.03136,-15.45664,-15.83338,1.06562,-7.61556,-7.34858,-7.47887,0.93357,27.6248,27.20483,26.36165,26.24775,6.29014,3.53243,-18.97985,-22.31679,-11.03828,-11.19348,-20.10274,-21.05916,0.43247,-0.72816,2.77684,-6.72854,-5.57819,-7.2582
sub-107,0,0,0.13848,0,-0.17764,11.50457,-12.26468,10.25877,-10.64616,0.2306,0.20228,2.27392,-1.69861,0.1662,8.19654,-8.15502,17.99516,-16.90257,-0.01397,0.25946,30.7895,-32.13142,18.49809,-18.8512,24.55791,-26.76311,16.98251,-16.90704,21.68309,-18.13471,11.31299,-12.03509,12.78675,-12.78675,-22.94103,-9.52685,-3.43709,-14.69837,-15.35652,-18.09343,-18.42592,-37.26135,1.94504,2.04128,1.64457,-19.01335,12.62329,12.30041,-13.07062,-12.97096,42.24583,-21.77968,8.65158,4.21278,1.48201,-1.01335,8.05091,3.70069,-24.29227,-28.01077,-55.98936,-61.25123,30.36096,26.46913,0,0,-6.37518,-13.34908,-5.64591,-5.58685,-5.99005,-14.14331,-14.46825,3.77141,-8.70195,-8.54063,-8.70077,2.53425,17.08293,17.40114,20.51459,22.38367,7.14705,4.62824,-19.40865,-17.39816,-8.55651,-8.2555,-19.50247,-17.77384,4.73425,4.18859,4.90271,4.08901,-4.20335,-6.67802
sub-113,0,0,0.0,0,0.10061,11.25263,-12.1275,10.46614,-12.0995,0.46038,-0.06688,2.28413,-2.08393,0.0,14.81071,-13.49571,15.91117,-14.59517,0.51158,0.11523,28.58016,-30.16698,16.95458,-17.61425,22.6254,-23.74162,12.83848,-13.89505,18.80694,-17.00671,12.47232,-12.45436,13.61987,-13.61987,-25.58793,-8.03918,-2.50847,-15.40675,-16.05667,-17.20406,-17.03383,-41.26076,3.32244,3.49326,3.18269,-21.68576,13.48697,13.60724,-13.4026,-13.70878,44.10576,-28.23692,4.44804,4.32545,1.28403,-0.10584,4.07278,3.50178,-27.36517,-28.49959,-71.65725,-71.96516,29.4129,28.99194,0,0,-10.32345,-14.98317,-9.21363,-8.66266,-8.51517,-19.4253,-19.53153,-0.30033,-10.51667,-10.52099,-10.52271,1.22159,27.39334,27.29219,26.01171,27.96168,10.69057,3.79729,-21.92169,-20.53276,-13.70027,-13.06424,-22.58664,-20.98926,-1.4947,0.56199,-3.6415,-2.2046,-6.72849,-6.18021
sub-115,0,0,0.35766,0,0.07266,12.1797,-12.88586,11.44831,-11.47314,-0.34062,0.14488,2.98569,-2.3696,0.0,15.63755,-15.52868,19.72833,-19.82544,0.23812,-0.17005,32.53154,-33.28443,18.19156,-20.53133,22.95072,-23.22279,17.74046,-17.93187,21.26468,-16.90844,12.11414,-12.86016,13.79446,-13.79446,-23.21445,-7.94949,-1.90293,-14.45887,-14.78486,-16.53396,-16.2769,-38.39725,3.53174,3.70829,3.48948,-19.94683,14.50126,13.91736,-12.55914,-13.58307,44.50191,-24.47233,10.61261,8.63672,2.93107,2.22517,10.71763,10.07443,-25.28208,-27.16934,-60.24274,-68.32504,30.20927,28.61338,0,0,-7.13308,-14.32316,-5.50399,-6.24882,-5.81226,-15.11177,-15.05643,3.83681,-7.88237,-7.96326,-7.85372,2.22831,27.0384,27.41366,26.29383,26.51241,6.95775,5.93667,-21.12139,-23.47892,-12.7546,-13.16965,-22.68596,-24.94774,3.21796,2.43327,-2.61671,-0.9319,-6.59416,-7.08339
sub-116,0,0,0.41696,0,0.34346,13.24544,-11.88042,12.23555,-10.30815,0.08994,-0.01438,2.74354,-2.21474,0.33996,18.93999,-18.7374,19.70122,-19.69918,-0.47734,-0.18505,34.52046,-32.54398,21.71671,-20.89881,25.5181,-22.03502,18.66621,-21.38902,18.91372,-23.47084,12.92968,-13.10731,13.55011,-13.55011,-22.74055,-8.54239,-4.35048,-14.91146,-15.59472,-18.65818,-19.58826,-38.14443,2.47762,2.69179,2.48327,-19.90576,14.5293,14.22829,-13.26858,-12.2995,47.0164,-26.43427,10.11215,9.19663,1.16279,1.85198,7.11517,8.08881,-25.72671,-28.9381,-69.60067,-72.92653,29.65266,28.83033,0,0,-5.89878,-13.8452,-6.6431,-6.08764,-6.81836,-13.94635,-15.14531,5.24193,-7.76211,-7.83936,-7.67437,1.28233,27.23433,28.44791,27.42253,28.0005,6.98938,7.24975,-24.51833,-23.02233,-14.08943,-13.2711,-25.08495,-23.46621,3.93714,2.52157,1.44215,-3.11096,-9.06164,-7.84971
sub-118,0,0,0.17327,0,-0.20679,12.4351,-11.77306,10.25354,-10.64523,-0.21685,0.01875,2.75959,-2.82538,0.42806,18.05872,-17.79245,18.26052,-18.6044,-0.21114,0.18148,36.36138,-34.09264,19.56373,-20.23564,22.24956,-21.37363,17.52468,-18.01946,16.40253,-21.78155,13.75901,-13.61934,11.97258,-11.97258,-21.34373,-8.56137,-2.5888,-13.06038,-13.91201,-16.63752,-16.94408,-35.42402,3.44057,3.1927,3.02192,-18.55042,12.7295,12.3126,-12.26958,-12.82174,44.37153,-20.53157,5.79416,5.23027,0.2866,-0.20738,7.21083,6.66802,-28.56606,-30.22255,-61.83711,-59.76974,28.50317,26.77155,0,0,-6.43759,-14.62766,-5.63045,-5.81458,-5.47154,-15.0972,-14.83314,0.62313,-7.57599,-7.59628,-7.53315,1.48459,25.18857,25.72268,24.59745,25.69501,4.48459,5.80571,-18.40769,-15.57788,-11.31464,-9.66477,-19.00042,-17.83737,3.36387,3.31284,1.45492,1.68446,-6.73205,-6.41007
sub-120,0,0,-0.02314,0,-0.08182,12.44119,-11.91067,10.72188,-9.85949,-0.65196,-0.10795,2.18957,-2.39048,-0.19766,14.16207,-14.88497,15.58027,-16.65422,0.27664,-0.2051,30.62101,-30.88064,17.60933,-17.60638,24.25234,-25.09015,16.06919,-17.48231,17.99981,-19.14647,12.92808,-13.78151,14.2121,-14.2121,-24.16303,-7.42309,-1.28523,-15.96249,-15.30363,-18.62738,-17.33998,-42.77522,5.16772,5.08465,4.95367,-21.29218,15.15131,15.21541,-14.52501,-13.57256,45.56245,-29.01266,3.62099,4.50192,1.59444,1.50613,2.90381,4.08388,-34.75419,-32.68645,-74.8347,-71.42818,30.40853,31.27171,0,0,-8.37787,-14.21283,-6.59009,-7.21164,-6.77385,-17.22193,-17.69482,1.75996,-10.23397,-10.2525,-10.21439,2.92555,25.40934,27.14711,25.65802,26.47083,12.97295,7.03938,-21.23475,-19.51657,-11.39184,-13.1477,-21.75481,-22.52052,2.87312,3.7353,-3.37273,-3.14954,-5.62556,-6.56621
sub-122,0,0,-0.45403,0,0.09304,11.82855,-12.64536,10.95904,-11.27205,-0.33334,0.15052,2.05315,-2.09686,-0.44499,17.00863,-16.97888,18.93915,-20.27306,0.38989,-0.33272,31.38782,-32.77135,17.3906,-17.91147,24.92715,-24.81426,15.2219,-16.80842,17.70264,-19.25117,12.11316,-13.40637,13.94485,-13.94485,-24.00342,-10.48695,-3.35348,-15.4763,-15.0424,-19.69445,-19.40025,-37.82091,3.42901,3.26154,3.45138,-21.20351,14.07853,14.82082,-13.87911,-14.04702,39.43978,-22.96219,8.04397,8.14552,2.58329,2.25601,7.08714,6.69662,-26.21399,-28.02491,-66.02896,-64.43346,28.692,28.07464,0,0,-6.3555,-14.18069,-6.59298,-6.92815,-7.08985,-15.16403,-15.60011,4.09809,-8.61604,-8.37612,-8.19833,3.46965,26.1165,26.90835,27.86473,28.04642,8.95978,9.62548,-22.45186,-20.72522,-12.88631,-11.78048,-22.38772,-21.13439,7.39751,7.13465,3.57212,5.24342,-8.63858,-7.66033
sub-124,0,0,0.11965,0,0.1165,12.65674,-12.48692,11.729,-11.50166,0.37909,0.01456,2.5021,-2.41394,-0.03436,17.2855,-15.79411,17.57124,-15.99369,0.0755,0.27203,33.31116,-34.29938,16.96381,-19.04661,23.72985,-23.56602,17.13119,-18.84641,18.11529,-18.20773,12.01308,-13.50104,13.2803,-13.2803,-24.46775,-7.48597,-3.3718,-14.853,-15.20283,-17.18022,-17.24373,-36.98155,2.87237,2.97056,2.67135,-20.32774,13.67628,13.71729,-13.03533,-14.03955,39.59416,-26.67846,10.51476,10.20293,1.9456,0.43097,10.62087,12.59961,-31.16892,-30.52725,-66.95856,-66.62462,29.01225,27.9298,0,0,-8.63122,-13.60305,-6.47359,-7.40878,-7.02287,-17.80944,-16.73238,0.55185,-8.47959,-8.54762,-8.36937,1.53333,25.58713,27.7128,25.8212,27.83509,8.53748,4.47942,-22.36788,-19.61665,-12.44686,-10.91821,-22.69838,-20.60636,0.78498,-0.04928,-7.32483,-4.86772,-7.36411,-6.33246
sub-125,0,0,0.06677,0,0.06807,10.98139,-10.64845,10.13216,-9.69677,-0.29431,0.25611,2.74943,-2.29111,0.09984,16.48334,-16.25259,17.54673,-18.51194,-0.43587,-0.29817,33.89979,-32.39616,18.91733,-19.25724,23.43731,-21.20928,10.01675,-13.05514,22.03379,-12.70015,11.74758,-12.04848,12.9236,-12.9236,-22.95156,-11.67641,-4.09821,-15.28755,-16.04038,-19.15227,-19.55341,-37.72248,2.63053,2.58895,2.54657,-19.77319,13.85428,13.74927,-13.33941,-11.86455,41.9193,-26.33397,6.78973,4.65453,0.99068,-0.45928,6.38635,5.32585,-24.83405,-29.43611,-68.50619,-76.40469,29.25038,26.39478,0,0,-7.15168,-15.44564,-6.46519,-6.92034,-7.17467,-15.48015,-16.77755,2.60911,-8.58082,-8.58747,-8.37338,2.85837,30.94211,29.63782,31.79793,33.28874,12.04285,9.8512,-19.39425,-20.43161,-10.04178,-10.57921,-21.44574,-21.17573,4.7442,4.48921,1.96989,-7.61186,-4.9538,-5.42272
sub-126,0,0,0.02355,0,-0.02443,12.16434,-11.63517,10.19688,-10.44639,-0.28522,-0.01727,1.93192,-1.81423,0.03268,14.48364,-13.25398,18.1779,-18.02895,1.12382,0.36712,34.23981,-33.19611,20.12544,-20.01968,23.263,-22.71569,16.56985,-18.49498,21.82587,-17.61265,11.73628,-12.01027,13.95435,-13.95435,-24.65065,-7.73419,-1.97027,-16.18227,-15.79503,-18.73657,-18.29259,-36.72515,3.90013,3.84163,3.44618,-20.68555,14.40125,14.34153,-14.4509,-14.70873,41.84316,-24.65454,7.85072,8.51531,2.23579,3.2216,7.7666,10.1153,-29.12895,-30.76505,-58.76367,-66.77124,29.4662,30.6661,0,0,-7.30271,-15.71581,-7.73237,-8.45788,-8.01982,-17.7711,-17.27402,0.57965,-9.91929,-9.99134,-9.86347,2.2405,24.30908,25.30117,24.18091,25.16548,11.47649,7.46253,-22.1957,-19.90105,-10.7067,-11.92906,-22.6093,-21.94523,3.28968,3.78166,-0.2827,0.46749,-4.95615,-4.36815
sub-127,0,0,-0.47638,0,-0.12817,12.47176,-13.24615,10.97073,-11.30603,-0.44125,-0.08247,2.6604,-3.11976,-0.19128,18.07571,-20.5147,23.32862,-24.68938,-0.06277,0.08037,36.1537,-35.18057,22.33578,-20.92457,25.44117,-22.87847,18.16132,-17.65225,21.29217,-18.61028,14.09133,-12.68351,13.34205,-13.34205,-24.34927,-9.484,-3.53792,-16.70678,-16.33749,-20.02628,-19.92182,-38.62906,2.23766,2.21363,2.43051,-20.316,13.68807,14.0014,-13.74136,-13.33651,39.90967,-23.07497,7.86102,6.68205,0.87182,2.05408,7.12826,6.88211,-24.86541,-26.442,-59.75805,-64.72225,29.49533,30.63235,0,0,-6.10676,-14.20585,-5.25326,-6.50754,-6.42196,-14.77532,-14.78511,0.98608,-7.57274,-7.40996,-7.50865,3.11473,24.38058,24.9211,25.12042,25.56348,5.29047,8.10164,-23.25089,-22.57149,-11.34365,-11.74502,-23.38174,-22.49936,3.81664,4.26163,1.36185,2.54044,-8.32074,-8.66939
sub-128,0,0,-0.01033,0,0.07027,11.03506,-12.03709,10.41013,-10.49547,-1.08156,0.17932,2.66131,-2.10829,0.24232,14.18137,-16.17409,17.49467,-20.47481,-0.01586,-0.49288,30.40925,-28.57989,18.0414,-19.32504,19.92385,-21.70134,14.70916,-13.82132,18.54406,-18.87684,12.16784,-12.63394,13.55834,-13.55834,-23.72446,-9.50278,-2.84362,-14.80685,-14.34286,-17.73035,-18.14241,-39.02539,3.42183,3.65643,3.40526,-19.452,13.20663,13.9063,-11.0947,-11.05028,44.6707,-21.81823,6.29439,7.52397,1.40697,2.5896,7.91868,7.86545,-25.83778,-24.97447,-58.94204,-58.95098,27.86994,27.624,0,0,-6.68353,-14.51374,-7.32428,-6.52648,-7.53846,-15.18193,-15.98023,5.00316,-9.42628,-9.25156,-9.3565,2.08196,23.72275,23.66501,27.39956,24.18668,6.48842,6.49551,-15.98531,-18.66749,-10.51367,-10.61198,-19.86961,-22.23419,5.26336,3.20567,4.64895,7.79647,-5.3091,-5.04403
sub-131,0,0,0.05503,0,-0.05536,11.51858,-11.94336,10.574,-10.60384,0.36788,0.0,1.73031,-2.05655,0.06072,16.16588,-15.80735,18.2914,-17.03702,-0.17099,0.10838,33.08009,-32.4461,19.12979,-21.31303,25.22414,-26.15807,13.74689,-14.81995,19.70218,-15.89086,10.52197,-11.86778,13.1502,-13.1502,-25.07033,-8.66393,-3.40233,-14.90255,-15.02089,-17.06378,-17.41591,-38.44869,2.30896,2.21636,2.26571,-19.63402,14.45821,15.29587,-11.18541,-10.32046,43.93333,-25.62865,7.68566,5.9193,1.94235,-1.59695,6.72535,5.64533,-26.55737,-28.23033,-63.42008,-66.74769,28.13575,27.73506,0,0,-7.46668,-13.61463,-6.41367,-6.28813,-6.74787,-15.00515,-15.01108,-1.6762,-8.6346,-8.23771,-8.74153,2.23023,23.8592,24.60057,25.4481,26.10393,5.09834,4.6252,-20.53852,-19.2898,-9.99488,-8.70899,-20.07725,-19.28074,1.88595,1.84963,-2.87396,-3.44956,-6.26634,-6.12899
sub-132,0,0,0.10359,0,-0.02875,11.05181,-11.74625,10.59659,-9.55857,-0.4538,0.24792,2.37187,-2.11823,-0.08317,15.03553,-14.53388,16.17046,-16.7469,-0.24603,-0.1363,30.58941,-31.18158,21.5483,-20.56618,21.32121,-20.43149,12.4487,-17.55416,16.60047,-17.84547,10.39957,-13.4761,13.74555,-13.74555,-25.3437,-8.30931,-2.53831,-15.75768,-16.62651,-18.41433,-18.42739,-41.46945,2.51805,2.91862,2.48972,-21.62399,13.55976,12.98897,-14.53938,-14.46416,40.24859,-27.70433,5.70493,1.41893,0.01195,-1.22136,5.58717,3.41787,-29.96924,-32.57741,-60.08396,-63.13456,28.3276,27.27394,0,0,-8.48747,-14.08446,-5.84664,-7.19058,-7.72231,-18.37375,-18.70428,1.32918,-8.47474,-8.13846,-8.19117,2.33508,27.26986,26.14105,28.76663,27.93527,9.9256,8.17595,-21.07721,-21.02743,-9.20821,-10.65679,-22.15105,-22.7929,5.60261,2.36702,3.87513,1.59449,-6.71919,-7.58741
sub-133,0,0,-0.01523,0,-0.06785,11.7109,-10.62239,10.95528,-10.44154,0.85251,-0.14104,2.28177,-2.94613,0.48883,17.56476,-18.77991,20.12278,-20.68736,-0.54401,1.40625,32.34091,-33.17026,18.33024,-20.43535,25.74522,-24.98034,17.99268,-11.70663,25.07385,-17.57695,10.70296,-14.06715,15.45288,-15.45288,-26.73328,-8.95825,-2.17603,-16.97873,-17.49585,-20.53139,-20.85366,-43.92388,4.24427,4.08036,4.21371,-23.33995,16.34421,16.36534,-14.99419,-16.06496,42.36251,-29.2413,7.93393,6.87355,1.6452,1.9447,6.67385,7.82508,-29.71917,-30.39255,-69.13615,-71.23967,29.66245,30.68533,0,0,-6.62129,-14.69984,-7.14818,-7.92606,-7.80784,-16.37246,-17.26805,4.32911,-10.37871,-10.21014,-10.18014,2.577,31.72496,32.43456,33.70338,32.27017,8.91904,9.70492,-21.7488,-20.26409,-12.67317,-11.79055,-22.47161,-24.35668,4.46689,4.41913,4.46481,2.79949,-7.39987,-8.16873
sub-135,0,0,-0.03844,0,0.21208,13.39142,-13.10349,11.90682,-12.57227,-0.78989,0.18171,2.30065,-2.4888,-0.31265,16.28097,-16.48702,19.06151,-19.28764,0.13737,-0.49541,33.60654,-32.92978,20.61351,-22.22621,25.15723,-23.10918,15.35011,-15.82501,17.60833,-19.59265,12.00361,-12.63026,14.84156,-14.84156,-27.2211,-11.67833,-4.84324,-18.30369,-18.27099,-22.97891,-22.17921,-45.77232,1.7658,1.64754,1.84894,-22.83092,15.36422,15.77607,-15.4053,-14.90997,46.96316,-31.17004,7.86155,6.41278,-0.73466,-0.39685,7.23016,6.27019,-30.80866,-30.87163,-76.7798,-76.3721,28.34494,27.87427,0,0,-7.52673,-15.20165,-6.47811,-7.65325,-7.63863,-19.2243,-18.01741,2.47248,-8.95274,-8.88733,-8.81868,2.35488,30.40208,29.57689,34.62729,33.88813,10.39657,7.39321,-25.0721,-21.81377,-13.11294,-13.36258,-25.88421,-24.66801,2.30813,2.29793,0.91538,0.83902,-7.9473,-8.61575
sub-136,0,0,-0.59794,0,0.22129,12.66062,-12.31435,12.14799,-10.40913,-0.04403,-0.65286,1.93772,-3.24703,-0.22161,21.49343,-18.65866,21.79876,-19.6421,2.15894,0.23394,33.19799,-34.08327,21.13148,-25.57515,21.22617,-25.93631,19.48496,-14.90875,20.63482,-17.04967,14.28549,-15.09095,14.67946,-14.67946,-24.92209,-8.89507,-4.21689,-19.12302,-17.30885,-20.3954,-19.52918,-48.68297,3.2473,2.61793,3.31013,-22.35084,15.44515,17.16635,-18.53412,-15.60526,46.27425,-35.14816,0.24807,1.96299,-0.63323,-0.30383,3.58208,4.14168,-37.64151,-35.07947,-79.13316,-79.27109,28.23968,29.83155,0,0,-7.59557,-13.47632,-4.68601,-6.09368,-5.32807,-15.3752,-14.66372,4.09256,-6.61863,-6.32231,-6.36441,2.96975,35.13403,39.08983,39.16434,40.55315,12.54454,7.56336,-21.05927,-18.22149,-10.77138,-10.53078,-21.55217,-20.63839,0.85462,1.57432,-5.38962,-7.95509,-6.5445,-6.69518
sub-138,0,0,0.10379,0,0.0448,11.87023,-11.92673,10.53222,-10.42919,-0.38483,0.07745,2.07911,-1.55985,0.23088,14.41814,-14.8183,16.38558,-17.24655,0.52205,-0.03564,32.0732,-30.12655,18.91365,-18.85696,23.08056,-21.68957,14.67276,-15.93981,16.77955,-20.0403,10.73648,-11.98615,12.71853,-12.71853,-22.02557,-7.77879,-2.61835,-15.23533,-14.89692,-17.93017,-17.32513,-36.20771,3.14805,3.10068,3.0579,-18.28605,15.10626,14.34297,-12.93519,-12.93686,43.533,-24.87248,9.63483,8.04987,-0.31162,-0.31584,8.43393,8.15173,-27.51087,-29.80435,-58.06289,-61.82667,27.10162,27.41739,0,0,-6.9749,-13.79976,-6.96263,-6.52496,-7.25521,-15.29024,-15.5854,-0.39958,-8.50772,-8.44735,-8.46425,2.09481,24.1017,24.2514,23.7278,23.42169,9.44674,4.49531,-20.90055,-21.79785,-10.44421,-11.3535,-21.92707,-22.72474,3.44935,1.73877,-1.04054,-4.13701,-2.51774,-4.89583
sub-139,0,0,-0.0997,0,0.26603,11.94192,-11.68131,10.77716,-10.45979,-0.284,-0.04563,2.30816,-2.26656,0.0,12.58501,-16.54515,18.42449,-18.45521,0.6185,-0.07621,34.01097,-31.93437,21.2022,-20.8378,24.12048,-22.8183,17.73273,-13.14326,21.17527,-17.59189,12.41549,-12.92743,12.92789,-12.92789,-22.04157,-7.82804,-3.09499,-15.36186,-14.27397,-17.19228,-17.2335,-36.07083,2.83106,3.13482,2.96123,-18.39402,12.73249,13.43874,-14.81403,-13.49716,38.9933,-24.05895,4.30233,4.55683,-0.71877,0.77302,4.99668,5.3103,-29.58504,-28.10297,-62.99645,-65.86191,26.67262,27.28285,0,0,-7.38102,-15.53562,-6.64096,-6.84786,-6.79986,-16.82746,-17.40464,-2.10898,-9.27444,-9.04113,-9.2047,0.3234,23.26738,26.2086,26.70873,26.17539,8.07892,2.96251,-16.27691,-18.17416,-10.13627,-10.80585,-21.22162,-22.98323,1.2774,-0.61599,-0.84885,-5.97627,-5.69624,-7.60769
sub-141,0,0,0.22326,0,0.24598,11.43608,-10.58036,11.26522,-9.85548,-0.16043,0.48643,2.96609,-1.52001,0.0958,11.2739,-12.88016,14.85456,-15.72795,-0.19614,0.09815,35.82387,-32.88243,20.18782,-18.84549,28.58117,-19.79269,15.32515,-15.86862,18.20285,-18.99171,10.92516,-12.09477,13.1344,-13.1344,-24.72587,-5.62291,-2.13491,-16.35904,-16.22577,-18.49603,-17.24723,-39.46188,3.93422,4.02618,3.95491,-19.28305,13.84476,13.44622,-12.64616,-13.19283,42.39998,-24.2212,7.28573,5.65417,1.19174,2.57104,7.03149,6.17589,-27.13364,-28.44909,-60.55386,-64.27204,28.56657,28.56587,0,0,-8.24826,-14.2896,-7.5961,-7.0186,-7.49394,-16.44547,-16.53549,-0.5839,-9.08525,-9.03651,-9.01266,2.15472,24.67155,23.9291,25.20286,23.9637,8.73614,3.61237,-14.43895,-18.18453,-8.65628,-12.38759,-18.49063,-21.37874,2.62925,1.12328,2.5147,0.34704,-4.48251,-6.47286
